Price,Address,Squares,Rooms,Floor
700 €,"Opština Stari grad, Centar, Dragoslava Jovanovića",59 m2,2.0,II/3
250 €,"Opština Palilula, Krnjača, Grge Andrijanovića ulica 2.",35 m2,1.0,PR
600 €,"Opština Vračar, Čubura, Černiševskog",47 m2,2.0,III/4
500 €,"Opština Stari grad, Dorćol, Šantićeva",35 m2,1.5,VII
550 €,"Opština Palilula, Karaburma, Patrisa Lumumbe",70 m2,3.5,I
350 €,"Opština Palilula, Ćalije, Jovanke Radaković",29 m2,0.5,I/4
1.200 €,"Opština Vračar, Crveni krst, Kajmakčalanska",85 m2,3.0,IV
1.500 €,"Opština Vračar, Hram svetog Save, Internacionalnih brigada",200 m2,5+,VI
1.200 €,"Opština Stari grad, Dorćol, Pjarona de Mondezira",75 m2,3.0,III
600 €,"Opština Zemun, Galenika, Prvomajska",50 m2,3.0,III/5
400 €,"Opština Zvezdara, Kluz, Keltska",30 m2,1.0,II/3
1.600 €,"Opština Savski venac, Centar, Sarajevska",61 m2,2.0,III/7
400 €,"Opština Palilula, Bogoslovija, Generala Aračića",40 m2,2.0,I/3
430 €,"Opština Stari grad, Francuska, Skenderbegova",43 m2,1.5,PR/4
700 €,"Opština Vračar, Hram svetog Save, Internacionalnih brigada",44 m2,1.5,IV/6
700 €,"Opština Savski venac, Dedinje, Teodora Drajzera",55 m2,2.0,I/1
1.350 €,"Opština Vračar, Krunski venac, Kičevska",117 m2,4.0,IV/6
800 €,"Opština Voždovac, Trošarina, Save Maškovića",51 m2,2.0,VII/8
500 €,"Opština Voždovac, Vojvode Stepe, Nikšićka",37 m2,2.0,II/3
250 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Bulevar kralja Aleksandra",20 m2,1.0,I/2
1.300 €,"Opština Vračar, Kalenić pijaca",75 m2,2.0,I/5
900 €,"Opština Novi Beograd, Blok 67 (Belvil)",63 m2,2.0,V
400 €,"Opština Zvezdara, Cvetanova ćuprija, Krivošijska",42 m2,1.5,II/4
400 €,"Opština Voždovac, Braće Jerković, Kneza Bogosava",37 m2,2.0,PR/1
350 €,"Opština Zvezdara, Medaković 3, Cvetanova Ćuprija 18",28 m2,1.0,PR/3
1.200 €,"Opština Savski venac, Senjak, Puškinova",75 m2,1.5,II/2
300 €,"Opština Palilula, Višnjička Banja, Višnjička",48 m2,3.0,II/2
600 €,"Opština Savski venac, Centar, Svetozara Markovića",44 m2,1.5,VPR/5
1.600 €,"Opština Novi Beograd, Blok 65, Omladinskih brigada",59 m2,2.0,N/A
500 €,"Opština Zemun, Altina, Ugrinovački put 49",55 m2,3.0,PR/4
250 €,"Opština Palilula, Karaburma, Ćustendilska",20 m2,0.5,II
450 €,"Opština Čukarica, Banovo brdo, Paštrovićeva",31 m2,1.0,I/7
230 €,"Opština Zemun, Vojni put, Božidarčeva",30 m2,1.0,PR/1
600 €,"Opština Palilula, 27. marta, Kraljice Marije",45 m2,2.0,II/8
2.000 €,"Opština Zvezdara, Đeram pijaca, Gajeva",204 m2,4.0,IV/5
500 €,"Opština Surčin, Surčin (mesto), Vojvođanska",75 m2,3.0,N/A
400 €,"Opština Vračar, Kalenić pijaca, Trnska",21 m2,0.5,II/4
550 €,"Opština Voždovac, Voždovačka crkva, Vitanovačka",50 m2,2.0,IV/7
1.550 €,"Opština Čukarica, Cerak, Slavonskih brigada",120 m2,4.5,II/3
1.800 €,"Opština Stari grad, Politika, Hilandarska",118 m2,3.0,II/6
500 €,"Opština Stari grad, Skupština, Palmotićeva",45 m2,2.0,VI/6
1.100 €,"Opština Zemun, Retenzija, Džona Kenedija",92 m2,3.0,V/7
850 €,"Opština Zvezdara, Crveni krst, Golubačka",74 m2,3.0,IV/4
600 €,"Opština Zemun, Pregrevica, Slavonska",45 m2,1.5,I/3
650 €,"Opština Palilula, Profesorska kolonija, Cvijićeva",40 m2,2.0,VII/13
550 €,"Opština Stari grad, Skadarlija, Zetska",30 m2,1.0,II/2
1.200 €,"Opština Savski venac, Beograd na vodi",53 m2,2.0,VII/19
500 €,"Opština Palilula, Centar, Bulevar despota Stefana",37 m2,1.5,I/5
380 €,"Opština Zemun, Centar, Vrtlarska",22 m2,1.0,IV/4
850 €,"Opština Palilula, Karaburma, Big Residences",48 m2,2.0,III/8
1.300 €,"Opština Vračar, Hram svetog Save",63 m2,2.5,I/5
900 €,"Opština Palilula, Centar",63 m2,2.0,I/7
750 €,"Opština Vračar, Hram svetog Save",50 m2,2.0,PR/5
1.000 €,"Opština Savski venac, Dedinje",65 m2,2.0,PR/5
1.000 €,"Opština Vračar, Kalenić pijaca, Grahovska",80 m2,3.0,III/3
600 €,"Opština Vračar, Hram svetog Save, Mihaila Gavrilovića",40 m2,1.0,II/8
1.000 €,"Opština Novi Beograd, Blok 21, Bulevar Zorana Đinđića",65 m2,3.0,PR/5
1.500 €,"Opština Stari grad, Dorćol, Gospodar Jovanova",58 m2,2.0,VPR/5
380 €,"Opština Rakovica, Miljakovac, Srpskih serdara",42 m2,1.5,IV/4
350 €,"Opština Obrenovac, Obrenovac (mesto), Đačkog bataljona",44 m2,2.0,PR/3
700 €,"Opština Zemun, Centar, Magistratski trg",36 m2,1.5,IV/4
300 €,"Opština Zvezdara, Konjarnik, Ustanička",23 m2,0.5,V/7
400 €,"Opština Voždovac, Trošarina, Vojvode Stepe 343",40 m2,2.5,VI/8
360 €,"Opština Rakovica, Miljakovac, Vukasovićeva",38 m2,2.0,IV/4
700 €,"Opština Novi Beograd, Blok 67a (A blok), Uroša Martinovića",34 m2,1.0,III/8
250 €,"Opština Zvezdara, Veliki Mokri Lug, Vladimira Ćorovića",35 m2,1.0,N/A
350 €,"Opština Rakovica, Labudovo brdo, Sretena Mladenovića Mike",65 m2,2.0,III/5
2.200 €,"Opština Novi Beograd, Blok 65, Tadije Sondermajera",118 m2,4.0,VII
1.000 €,"Opština Voždovac, Vojvode Stepe, Vojvode Stepe",56 m2,2.0,II/12
400 €,"Opština Stari grad, Dorćol, Carigradska",22 m2,1.0,VPR/4
1.000 €,"Opština Savski venac, Sarajevska, Sarajevska",57 m2,2.0,X/11
1.000 €,"Opština Novi Beograd, Arena, Antifašističke borbe",87 m2,4.0,V/7
2.700 €,"Opština Vračar, Kalenić pijaca",140 m2,4.0,N/A
1.600 €,"Opština Savski venac, Beograd na vodi",72 m2,3.0,VII
400 €,"Opština Čukarica, Žarkovo, Braće Limijer",42 m2,1.5,II/5
500 €,"Opština Novi Beograd, Tošin bunar, Tošin bunar",62 m2,2.0,I/6
800 €,"Opština Novi Beograd, Blok 64, Gandijeva",84 m2,3.0,XI/13
490 €,"Opština Savski venac, Palata pravde, Dr Aleksandra Kostića",50 m2,2.0,I/5
450 €,"Opština Vračar, Krunska, Krunska",30 m2,1.0,VPR
550 €,"Opština Vračar, Maksima Gorkog, Tetovska",45 m2,2.0,I/3
500 €,"Opština Palilula, Karaburma, Ane Frank",56 m2,2.0,IV
700 €,"Opština Novi Beograd, Blok 22, Antifašističke borbe",61 m2,2.0,VI
280 €,"Opština Palilula, Karaburma, Prominska",22 m2,0.5,I/4
1.500 €,"Opština Novi Beograd, Blok 32 (Crkva svetog Dimitrija), ",72 m2,2.5,III/6
400 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Živka Davidovića",38 m2,1.0,PSUT
630 €,"Opština Vračar, Hram svetog Save, Dubljanska",60 m2,3.0,PR/5
370 €,"Opština Voždovac, Dušanovac, Vojvode Đurovića",34 m2,0.5,PR/4
400 €,"Opština Zvezdara, Mirijevo, Grge Jankesa",42 m2,1.5,II/3
450 €,"Opština Vračar, Crveni krst, Jovana Rajića 3",29 m2,0.5,I/7
300 €,"Opština Čukarica, Bele vode, Braće Vučković",25 m2,0.5,II/4
650 €,"Opština Palilula, Višnjička Banja, Mirka Milojkovića",67 m2,3.0,II/5
240 €,"Opština Rakovica, Kanarevo brdo, Petra Konjovića",33 m2,1.0,PR/4
2.500 €,"Opština Vračar, Hram svetog Save, ",180 m2,4.0,IV/6
1.050 €,"Opština Savski venac, Zeleni venac, Svetozara Radića",84 m2,3.0,III/5
1.700 €,"Opština Savski venac, Beograd na vodi, Hercegovačka",110 m2,4.0,XII/17
1.000 €,"Opština Stari grad, Kosančićev venac, Kosancicev venac",50 m2,2.0,II/4
1.100 €,"Opština Stari grad, Centar, Simina",66 m2,2.0,IV/5
430 €,"Opština Rakovica, Vidikovac, Vidikovački venac",43 m2,2.0,IX/11
1.600 €,"Opština Voždovac, Lekino brdo, Tikveška",120 m2,4.0,I
700 €,"Opština Novi Beograd, Stari Merkator, Palmira Toljatija",50 m2,2.0,II/5
890 €,"Opština Stari grad, Dorćol, Cara Uroša",62 m2,3.0,IV/6
400 €,"Opština Palilula, Karaburma, Homoljska",50 m2,2.0,III/4
350 €,"Opština Voždovac, Lekino brdo, Todora Dukina 26",40 m2,2.0,PR/1
600 €,"Opština Zvezdara, Kluz, Bulevar kralja Aleksandra",43 m2,2.0,III/5
690 €,"Opština Stari grad, Dorćol, Cara Uroša",54 m2,3.0,I/7
1.300 €,"Opština Savski venac, Senjak, Puškinova",70 m2,2.0,I/3
400 €,"Opština Rakovica, Kanarevo brdo, Borska",55 m2,2.0,IX/12
350 €,"Opština Rakovica, Miljakovac, Dimitrija Koturovića",48 m2,2.0,III/4
270 €,"Opština Voždovac, Kumodraž, Brdska",50 m2,2.5,I/2
700 €,"Opština Voždovac, Dušanovac, Vidska",55 m2,1.5,I/5
650 €,"Opština Stari grad, Cara Dušana, Cara Dušana",44 m2,1.5,II/7
700 €,"Opština Stari grad, Dorćol, Žorža Klemansoa",52 m2,2.5,IV/6
550 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Jurija Gagarina 175",66 m2,2.0,XIII/13
1.000 €,"Opština Novi Beograd, Blok 9a, Klare Cetkin",83 m2,3.0,XI/19
630 €,"Opština Voždovac, Lekino brdo, Strumička",51 m2,2.5,VPR/4
800 €,"Opština Vračar, Crveni krst, Đerdapska",47 m2,2.0,I/5
300 €,"Opština Rakovica, Resnik, Labinska",55 m2,2.0,N/A
1.400 €,"Opština Novi Beograd, Blok 65, Omladinskih brigada",86 m2,3.0,II/5
900 €,"Opština Vračar, Slavija, Makenzijeva",75 m2,3.0,II/5
430 €,"Opština Surčin, Ledine, Vojvođanska",64 m2,3.0,PR/2
700 €,"Opština Novi Beograd, Arena, Bulevar Arsenija Čarnojevića",65 m2,2.5,I/6
400 €,"Opština Zvezdara, Olimp, Dušana Radovića",46 m2,2.0,III/3
800 €,"Opština Novi Beograd, Blok 29, Bulevar Arsenija Čarnojevića",80 m2,3.0,III/7
750 €,"Opština Palilula, Centar, Vladetina",70 m2,3.0,II/6
550 €,"Opština Savski venac, Zeleni venac, Crnogorska",29 m2,0.5,II/5
350 €,"Opština Čukarica, Banovo brdo, Toše Jovanovića",38 m2,1.0,II/4
900 €,"Opština Zvezdara, Mirijevo, Mirijevski bulevar",95 m2,3.0,II/2
500 €,"Opština Novi Beograd, Ledine, Inđijska 13",46 m2,2.0,I/4
2.200 €,"Opština Savski venac, Dedinje, Maglajska",131 m2,4.0,I/3
550 €,"Opština Stari grad, Kosančićev venac, Karađorđeva",33 m2,1.5,IV/6
2.000 €,"Opština Savski venac, Senjak, Vladete Kovačevića",135 m2,3.5,II/2
1.200 €,"Opština Savski venac, Dedinje, Bulevar kneza Aleksandra Karađorđevića",90 m2,3.0,I/3
750 €,"Opština Novi Beograd, Blok 70a, Dr Agostina Neta",68 m2,3.0,V/8
800 €,"Opština Palilula, Tašmajdan, Miročka",52 m2,1.5,I
600 €,"Opština Palilula, Dalmatinska, Dalmatinska",50 m2,2.0,PR/2
650 €,"Opština Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona",28 m2,1.0,XVI
500 €,"Opština Vračar, Kalenić pijaca, Ivana Đaje",30 m2,1.0,III/4
1.000 €,"Opština Novi Beograd, Blok 67a (A blok), Jurija Gagarina",50 m2,2.0,II/11
7.500 €,"Opština Savski venac, Beograd na vodi, ","302,94 m2",5+,VIII/8
2.000 €,"Opština Voždovac, Vojvode Stepe, Nikole Đurkovića",134 m2,4.0,II/2
600 €,"Opština Novi Beograd, Blok 23, Milentija Popovića",70 m2,3.0,V/5
3.000 €,"Opština Vračar, Hram svetog Save",155 m2,4.0,N/A
3.300 €,"Opština Vračar, Hram svetog Save, Skerlićeva",122 m2,4.0,IV
1.600 €,"Opština Vračar, Hram svetog Save, Dubljanska",122 m2,3.0,III
500 €,"Opština Zvezdara, Konjarnik, Olge Alkalaj",50 m2,2.0,V/11
600 €,"Opština Vračar, Krunska",33 m2,2.0,VII
550 €,"Opština Voždovac, Braće Jerković, Braće Jerković",47 m2,2.0,IV/4
650 €,"Opština Stari grad, Kalemegdan, Karađorđeva",70 m2,2.5,I/3
1.600 €,"Opština Vračar, Hram svetog Save, Černiševskog",85 m2,3.0,IV/6
500 €,"Opština Zemun, Pregrevica, Slavonska",37 m2,2.0,PR/3
2.500 €,"Opština Vračar, Hram svetog Save, Čuburska",200 m2,5.0,III/5
3.500 €,"Opština Stari grad, Kalemegdan",120 m2,4.0,N/A
2.500 €,"Opština Savski venac, Kneza Miloša, Sarajevska",97 m2,3.0,N/A
3.000 €,"Opština Vračar, Hram svetog Save, Rankeova",140 m2,4.0,III
500 €,"Opština Voždovac, Lekino brdo, ",40 m2,1.5,I/4
750 €,"Opština Novi Beograd, Blok 29, Bulevar Zorana Đinđića",77 m2,3.0,VI/7
650 €,"Opština Voždovac, Voždovačka crkva, ",45 m2,2.0,VPR/5
390 €,"Opština Novi Beograd, Fontana, otona zupancica",29 m2,1.0,II/7
650 €,"Opština Voždovac, Lekino brdo, Pirotska",47 m2,2.0,I/5
650 €,"Opština Zvezdara, Kluz, Bulevar Kralja Aleksandra",42 m2,2.5,V/6
2.800 €,"Opština Savski venac, Dedinje",235 m2,4.0,IV
650 €,"Opština Zvezdara, Olimp, Vjekoslava Kovača",62 m2,2.0,I/10
400 €,"Opština Zvezdara, Olimp, Milana Rakića",45 m2,2.0,PR/1
650 €,"Opština Voždovac, Naselje Stepa Stepanović, Kaplara Momčila Gavrića",47 m2,1.5,II/7
400 €,"Opština Čukarica, Banovo brdo, Visoka",33 m2,1.0,I
550 €,"Opština Stari grad, Bajlonijeva pijaca, Džordža Vašingtona",35 m2,1.5,II/4
1.100 €,"Opština Novi Beograd, Blok 58, Jurija Gagarina",55 m2,2.0,II
350 €,"Opština Voždovac, Braće Jerković, Meštrovićeva",23 m2,1.5,PSUT/4
750 €,"Opština Vračar, Južni bulevar, Kneginje Julije",50 m2,2.0,II
450 €,"Opština Zvezdara, Kluz, Živka Davidovića",54 m2,2.0,II
650 €,"Opština Vračar, Crveni krst, Ravanička",45 m2,2.0,III
470 €,"Opština Zvezdara, Kluz, Milana Rakića",60 m2,1.5,IV/4
450 €,"Opština Voždovac, Dušanovac, Vidska",55 m2,3.0,PR/4
460 €,"Opština Zemun, Centar, Jovana Subotića",79 m2,2.0,III/4
480 €,"Opština Stari grad, Gundulićev venac, Gundulićev venac",23 m2,1.0,I/3
500 €,"Opština Voždovac, Bioskop Voždovac, Sanska",55 m2,2.0,I/2
550 €,"Opština Savski venac, Humska, Zvečanska",55 m2,2.0,I/5
800 €,"Opština Vračar, Centar, Lazarevićeva",48 m2,2.0,V/6
450 €,"Opština Zemun, Batajnica, Zabran nova 2.",70 m2,3.0,I/1
370 €,"Opština Čukarica, Banovo brdo, Vinodolska",46 m2,2.0,PR/4
850 €,"Opština Savski venac, Centar, Jug Bogdanova",65 m2,2.0,II/4
350 €,"Opština Palilula, Bogoslovija, G. Aračića",35 m2,2.0,III/3
1.100 €,"Opština Savski venac, Dedinje, Velisava Vulovića",81 m2,3.0,II
400 €,"Opština Voždovac, Lekino brdo, Davida Pajića",30 m2,0.5,N/A
350 €,"Opština Čukarica, Žarkovo, Jurice Ribara",40 m2,1.0,PR/1
800 €,"Opština Stari grad, Andrićev venac, Kneza Miloša",113 m2,3.5,II/5
450 €,"Opština Novi Beograd, Paviljoni, Generala Ždanova",46 m2,1.5,VPR/5
500 €,"Opština Zvezdara, Crveni krst, Kajmakčalanska",33 m2,1.5,I/5
900 €,"Opština Stari grad, Obilićev venac, Maršala Birjuzova",50 m2,0.5,I/6
380 €,"Opština Vračar, Cvetni trg, Svetozara Markovića",20 m2,0.5,III/8
1.100 €,"Opština Savski venac, Beograd na vodi, Nikolaja Kravcova",56 m2,2.0,III/9
600 €,"Opština Vračar, Krunski venac",54 m2,2.5,I/5
1.100 €,"Opština Palilula, Hala Pionir, Dragoslava Srejovica 2",60 m2,2.0,V/10
450 €,"Opština Rakovica, Miljakovac, Čelebićka",50 m2,3.0,III
750 €,"Opština Stari grad, Dom omladine, Dečanska",76 m2,2.5,I/5
3.500 €,"Opština Savski venac, Senjak",174 m2,4.0,I
600 €,"Opština Stari grad, Dorćol, Braće Baruh",50 m2,2.0,I/2
450 €,"Opština Palilula, Zrenjaninski put, Zrenjaninski put",46 m2,1.0,III/3
500 €,"Opština Stari grad, Cara Dušana, Cara Dušana",57 m2,2.0,II/7
1.000 €,"Opština Zvezdara, Vukov Spomenik, Vojvode Šupljikca",71 m2,3.0,I/5
550 €,"Opština Zvezdara, Lion, Đevđelijska",59 m2,2.0,III/5
600 €,"Opština Voždovac, Lekino brdo, Mažuranićeva",51 m2,2.5,I/3
860 €,"Opština Stari grad, Skupština, Palmotićeva",45 m2,2.0,VIII/8
500 €,"Opština Palilula, Hadžipopovac, Zdravka Čelara",30 m2,1.0,III/5
600 €,"Opština Stari grad, Knez Mihailova, Obilićev venac",35 m2,1.0,III/6
2.450 €,"Opština Savski venac, Beograd na vodi, Nikolaja Kravcova",140 m2,5.0,VII/9
800 €,"Opština Vračar, Krunski venac, Kumanovska",63 m2,2.0,I/8
1.000 €,"Opština Savski venac, Beograd na vodi, Risanska",80 m2,4.0,IV/5
600 €,"Opština Zvezdara, Gradska bolnica, Dimitrija Tucovića",47 m2,2.0,III/6
550 €,"Opština Zemun, Centar, Masarikov Trg",35 m2,1.5,PR/1
380 €,"Opština Zemun, Galenika, Josipa Šenera",65 m2,2.0,I/10
250 €,"Opština Palilula, Kotež, Uzdinska",38 m2,0.5,I/2
240 €,"Opština Rakovica, Resnik, J .TELAREVICA",38 m2,1.5,N/A
550 €,"Opština Novi Beograd, Ledine, Vojvodjanska 498e",54 m2,3.0,II/3
700 €,"Opština Voždovac, Trošarina, Crnotravska",56 m2,2.0,VII/10
500 €,"Opština Voždovac, Autokomanda, Ustanička",59 m2,2.0,IV/4
400 €,"Opština Savski venac, Senjak, Sitnička",22 m2,1.0,PR/2
300 €,"Opština Novi Beograd, Blok 70 (kineski tržni centar), Jurija Gagarina",45 m2,2.0,IV/4
370 €,"Opština Palilula, Višnjička Banja, Slanački put",56 m2,2.5,II/2
300 €,"Opština Palilula, Višnjička Banja, Slanački put",30 m2,1.0,II/2
500 €,"Opština Novi Beograd, Bežanijska kosa 2, Peđe Milosavljevića",69 m2,2.0,II/6
600 €,"Opština Novi Beograd, Tošin bunar, Tošin bunar",27 m2,0.5,III/7
400 €,"Opština Čukarica, Banovo brdo, Šumadijski trg",32 m2,1.0,II/4
850 €,"Opština Novi Beograd, Stara Bežanija, Pere Segedinca",54 m2,2.0,IV/5
1.200 €,"Opština Savski venac, Beograd na vodi, Hercegovačka",69 m2,2.0,III/23
1.350 €,"Opština Voždovac, Voždovačka crkva, Kostolačka",116 m2,4.0,IV/6
300 €,"Opština Novi Beograd, Stara Bežanija, Vinogradska",30 m2,1.5,I/1
1.400 €,"Opština Vračar, Slavija, Svetog Save",120 m2,4.0,II/5
1.650 €,"Opština Novi Beograd, Blok 65, ",56 m2,2.0,XXVI
500 €,"Opština Zvezdara, Lipov lad, Silvija Kranjčevića",64 m2,2.0,VPR/2
350 €,"Opština Novi Beograd, Blok 63, Gandijeva",30 m2,1.0,VPR/4
1.300 €,"Opština Stari grad, Studentski trg",120 m2,3.0,III/5
1.300 €,"Opština Vračar, Južni bulevar, Kneza Stracimira",60 m2,3.0,IV/7
600 €,"Opština Zvezdara, Dimitrija Tucovića, ",46 m2,2.0,III
600 €,"Opština Voždovac, Vojvode Stepe, Vojvode Stepe",56 m2,2.0,V/6
1.300 €,"Opština Palilula, Tašmajdan, 27. marta",67 m2,3.0,IV/8
850 €,"Opština Vračar, Južni bulevar, Gospodara Vučića",113 m2,3.0,VI/7
650 €,"Opština Palilula, Profesorska kolonija, Mitropolita Petra",59 m2,2.0,IV
420 €,"Opština Novi Beograd, Ledine, ",44 m2,2.0,I/2
370 €,"Opština Novi Beograd, Ledine, ",35 m2,1.5,I/2
450 €,"Opština Zemun, Save Kovačevića, Ohridska",40 m2,1.0,II/11
350 €,"Opština Zvezdara, Đeram pijaca, Hadži Mustafina 5",26 m2,1.5,PR
1.200 €,"Opština Savski venac, Dedinje, Milana Blagojevića Španca",115 m2,4.0,II/3
1.500 €,"Opština Palilula, Karaburma, Višnjička",90 m2,4.0,VI/7
400 €,"Opština Zvezdara, Lion, Preševska",26 m2,1.0,III/4
450 €,"Opština Novi Beograd, Blok 21, Bulevar Zorana Đinđića",35 m2,1.0,PR/5
1.200 €,"Opština Stari grad, Kalemegdan, Cara Lazara",62 m2,2.0,VI/6
900 €,"Opština Stari grad, Dorćol, Gundulićev venac",56 m2,2.5,II/5
520 €,"Opština Stari grad, Dorćol, Pančićeva",48 m2,1.5,VI/10
700 €,"Opština Zvezdara, Konjarnik, Danice Marković",67 m2,3.0,VI/6
700 €,"Opština Zvezdara, Medaković 3, Andre Stevanovića",65 m2,3.0,PR/1
1.450 €,"Opština Savski venac, Dedinje, Koste Racina",100 m2,4.0,N/A
900 €,"Opština Vračar, Čubura",45 m2,2.0,II
600 €,"Opština Stari grad, Centar, ",70 m2,3.0,II/6
500 €,"Opština Novi Beograd, Blok 61, Mileve Marić Ajnštajn",36 m2,2.0,II/6
500 €,"Opština Palilula, Cvijićeva, Braće Grim",50 m2,2.0,II/4
750 €,"Opština Novi Beograd, Blok 70 (kineski tržni centar), Jurija Gagarina",76 m2,3.0,I/3
500 €,"Opština Stari grad, Zeleni venac, Brankova",36 m2,1.5,VII/7
1.400 €,"Opština Savski venac, Beograd na vodi, Luke Celovica Trebinjca",72 m2,3.0,XII/17
1.900 €,"Opština Vračar, Kalenić pijaca, Novopazarska",136 m2,4.0,V/6
850 €,"Opština Stari grad, Dorćol, Bulevar vojvode Bojovića",46 m2,2.0,I/7
580 €,"Opština Novi Beograd, Blok 34 (Carina - Studentski grad), ",71 m2,3.0,III/6
700 €,"Opština Savski venac, Beograd na vodi, Hercegovacka",31 m2,2.0,I/24
1.500 €,"Opština Vračar, Kalenić pijaca, Nevesinjska",98 m2,3.0,II/5
400 €,"Opština Voždovac, Medaković 2, Mokroluska",48 m2,2.0,I/4
1.200 €,"Opština Novi Beograd, Blok 65, Bulevar Heroja Sa Kosara",53 m2,2.0,VII/9
800 €,"Opština Palilula, Tašmajdan, Mirocka",55 m2,2.0,I/2
500 €,"Opština Novi Beograd, Stari Merkator, Palmira Toljatija",51 m2,2.0,VPR/6
500 €,"Opština Zemun, Gornji grad, Sava Burića",42 m2,2.0,XI/12
600 €,"Opština Stari grad, Zeleni venac",42 m2,2.0,II/5
450 €,"Opština Voždovac, Vojvode Stepe, Sanska",70 m2,2.0,II/2
1.000 €,"Opština Zemun, Donji grad, Novogradska",51 m2,2.0,VPR/5
650 €,"Opština Zvezdara, Dimitrija Tucovića, Dimitrija Tucovića",50 m2,2.5,IV/6
1.500 €,"Opština Novi Beograd, Blok 64, Vojvođanska",100 m2,3.0,IX
850 €,"Opština Stari grad, Kalemegdan, Pjarona de Mondezira",65 m2,2.0,I/4
780 €,"Opština Zvezdara, Cvetkova pijaca, Vjekoslava Kovača",50 m2,2.5,II/2
300 €,"Opština Zvezdara, Mirijevo, Milića od Mačve",32 m2,1.5,III/5
450 €,"Opština Zemun, Kalvarija, Lazara Savatića",48 m2,2.0,VPR
400 €,"Opština Čukarica, Žarkovo, Stevana Luburića",50 m2,2.5,II/4
1.800 €,"Opština Savski venac, Beograd na vodi, ","86,67 m2",3.0,VI
380 €,"Opština Zvezdara, Vukov Spomenik, Zahumska",20 m2,1.0,I/3
2.300 €,"Opština Vračar, Cvetni trg, Resavska",104 m2,2.0,I/7
1.000 €,"Opština Zvezdara, Cvetkova pijaca, Hektorovićeva",98 m2,4.0,I/4
450 €,"Opština Zvezdara, Učiteljsko naselje, Učiteljska",50 m2,2.5,II/2
750 €,"Opština Vračar, Crveni krst, Gajeva-Zvezdara",45 m2,2.0,VII/8
550 €,"Opština Zvezdara, Lipov lad, Koste Abraševića",35 m2,1.5,III/4
850 €,"Opština Palilula, Karaburma, Diljska",49 m2,2.0,I/8
500 €,"Opština Voždovac, FON - Bilećka, Vojvode Stepe",46 m2,1.5,III/6
750 €,"Opština Novi Beograd, Blok 21, Bulevar Zorana Đinđića",53 m2,2.0,I/11
1.511 €,"Opština Zemun, Centar, Cetinjska",140 m2,3.0,PR/2
1.850 €,"Opština Stari grad, Kralja Petra",131 m2,4.0,II
580 €,"Opština Zvezdara, Lion, Bulevar Kralja Aleksandra",58 m2,3.0,IV/8
700 €,"Opština Palilula, Tašmajdan, 27. marta",74 m2,3.0,IV/10
700 €,"Opština Stari grad, Skupština, Majke Jevrosime",55 m2,2.0,VPR/5
400 €,"Opština Zemun, Železnička kolonija, Slovenska",60 m2,2.5,II/2
650 €,"Opština Vračar, Hram svetog Save",52 m2,2.0,II/4
730 €,"Opština Voždovac, Autokomanda, Vojvode Đurovića",47 m2,2.0,II/4
500 €,"Opština Stari grad, Kosančićev venac, Kosančićev Venac",26 m2,1.0,V/6
1.200 €,"Opština Savski venac, Beograd na vodi, Višegradska",91 m2,4.0,II/7
