Price,Address,Squares,Rooms,Floor
990 €,"Opština Novi Beograd, Blok 22, Bulevar Arsenija Čarnojevića",97 m2,3.0,V/6
550 €,"Opština Zvezdara, Kluz, Bulevar kralja Aleksandra","52,12 m2",1.5,VI/6
1.200 €,"Opština Vračar, Južni bulevar, Južni Bulevar",150 m2,4.0,II/7
600 €,"Opština Novi Beograd, Blok 70a, Dr Agostina Neta",67 m2,2.0,VIII/8
500 €,"Opština Zvezdara, Mirijevo, Nikole Doksata",97 m2,3.0,IV/4
350 €,"Opština Čukarica, Bele vode, Momčila Čedića",40 m2,2.0,II/2
1.500 €,"Opština Vračar, Krunska",120 m2,3.0,II
850 €,"Opština Vračar, Crveni krst, Golubačka",74 m2,3.0,IV/4
350 €,"Opština Obrenovac, Obrenovac (mesto), Ljube Nenadovića",46 m2,1.5,II/4
2.300 €,"Opština Vračar, Hram svetog Save, Patrijatha Varnave",203 m2,5.0,III/4
550 €,"Opština Voždovac, Saobraćajni fakultet, Vojvode Stepe",28 m2,1.0,VII/12
600 €,"Opština Vračar, Južni bulevar, Južni Bulevar",38 m2,1.5,IV/5
660 €,"Opština Novi Beograd, Bežanijska kosa 2, Ismeta Mujezinovića",52 m2,2.0,II/5
550 €,"Opština Palilula, Zira, Knez Danilova",51 m2,2.0,SUT/3
600 €,"Opština Vračar, Južni bulevar, Nebojšina",49 m2,2.0,III/3
750 €,"Opština Savski venac, Lisičji potok, Mihaila Avramovića",107 m2,3.5,II/3
550 €,"Opština Čukarica, Banovo brdo, Čede Minderovića",54 m2,2.0,VPR/4
600 €,"Opština Voždovac, Banjica, Paunova",68 m2,2.0,PR/1
1.400 €,"Opština Stari grad, Centar, Vlajkovićeva",120 m2,4.0,VPR/4
450 €,"Opština Savski venac, Sajam, Manasijeva",37 m2,1.5,VPR/2
900 €,"Opština Savski venac, Dedinje, Veljka Lukića-Kurjaka",81 m2,3.0,II/5
1.000 €,"Opština Voždovac, Autokomanda, Admirala Vukovića",77 m2,2.5,II/4
250 €,"Opština Zemun, Kolonija Zmaj, Vere Dedović",9 m2,0.5,I/1
300 €,"Opština Zemun, Kolonija Zmaj, Vere Dedović",24 m2,0.5,I/1
350 €,"Opština Zemun, Kolonija Zmaj, Vere Dedović",30 m2,0.5,I/1
3.700 €,"Opština Stari grad, Skupština",150 m2,4.0,VI/7
1.500 €,"Opština Vračar, Hram svetog Save, Patrijarha Varnave",82 m2,3.0,I/5
400 €,"Opština Zemun, Centar",31 m2,1.0,II
400 €,"Opština Savski venac, Klinički centar, Vojvode Milenka 68",33 m2,0.5,PR/5
1.000 €,"Opština Stari grad, Skupština, Palmoticeva",80 m2,3.0,II/6
800 €,"Opština Vračar, Crveni krst, Gružanska",53 m2,2.0,I/2
750 €,"Opština Savski venac, Klinički centar, Sarajevska",54 m2,2.0,II/8
1.250 €,"Opština Zvezdara, Crveni krst, Vojvode Šupljikca",68 m2,3.0,IV/6
800 €,"Opština Vračar, Centar, Južni Bulevar",50 m2,2.0,III/5
850 €,"Opština Zemun, Kalvarija, Kralja Stefana Tomaša",54 m2,2.0,II/4
900 €,"Opština Novi Beograd, Blok 67 (Belvil), Jurija Gagarina",68 m2,2.0,II/10
1.300 €,"Opština Savski venac, Beograd na vodi, Hercegovacka",56 m2,2.0,II/23
700 €,"Opština Novi Beograd, Fontana, Otona Zupancica",55 m2,2.5,VPR/4
800 €,"Opština Zvezdara, Crveni krst, Bregalnička",70 m2,3.0,II/4
1.000 €,"Opština Novi Beograd, Stari Merkator, Dzona Kenedija",92 m2,3.0,IV/6
650 €,"Opština Novi Beograd, Arena, Antifasisticke Borbe",68 m2,3.0,V/7
730 €,"Opština Novi Beograd, Blok 70 (kineski tržni centar), ",72 m2,2.0,VPR/4
650 €,"Opština Zemun, Tošin bunar",53 m2,2.0,V/7
500 €,"Opština Zvezdara, Vukov Spomenik",40 m2,2.0,PR
650 €,"Opština Palilula, Tašmajdan, Takovska",53 m2,2.0,IV/6
650 €,"Opština Novi Beograd, Hotel Jugoslavija, Aleksinačkih rudara",48 m2,2.0,IV/4
600 €,"Opština Novi Beograd, Blok 21, Bulevar Mihajla Pupina",40 m2,1.5,V/8
3.000 €,"Opština Savski venac, Beograd na vodi, Luke Celovica Trebinjca",111 m2,4.0,V/16
850 €,"Opština Novi Beograd, Blok 28, Bulevar Umetnosti",48 m2,2.0,XII/18
500 €,"Opština Palilula, Cvijićeva, Preradoviceva",61 m2,2.0,VPR/2
800 €,"Opština Voždovac, Dušanovac, Milovana Jankovica",60 m2,3.0,III/3
650 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Jurija Gagarina",60 m2,3.0,IX/16
1.100 €,"Opština Voždovac, Lekino brdo, Maksima Gorkog",52 m2,2.0,III/4
900 €,"Opština Vračar, Hram svetog Save, Cuburska",80 m2,3.0,I/3
450 €,"Opština Zvezdara, Kluz, Ruđera Boškovića",45 m2,2.0,IV/5
500 €,"Opština Voždovac, Braće Jerković, Brace Jerkovic",56 m2,3.0,II/4
400 €,"Opština Palilula, Cvijićeva, Ljube Didica",40 m2,1.0,VI/6
1.100 €,"Opština Novi Beograd, Blok 29, Bulevar Arsenija Carnojevica",92 m2,3.0,III/6
700 €,"Opština Novi Beograd, Blok 29, Bulevar Zorana Đinđića",65 m2,3.0,I/6
700 €,"Opština Novi Beograd, Stari Merkator, Prve Pruge",52 m2,2.0,III/4
1.500 €,"Opština Stari grad, Dorćol, Strahinjića Bana",120 m2,4.0,II/3
1.400 €,"Opština Savski venac, Centar, Kralja Milutina",100 m2,5+,VI/8
1.300 €,"Opština Savski venac, Dedinje, Pivljanina Baja",105 m2,3.0,I/3
2.500 €,"Opština Savski venac, Senjak, Andre Nikolića",130 m2,4.0,I/2
350 €,"Opština Zvezdara, Bulbulder, 21. divizije",28 m2,1.0,PSUT
300 €,"Opština Stari grad, Dorćol, Dositejeva",12 m2,1.0,II/3
470 €,"Opština Zvezdara, Kluz, Matice srpske",25 m2,1.0,VPR/5
900 €,"Opština Vračar, Kalenić pijaca",60 m2,2.0,VII
850 €,"Opština Novi Beograd, Blok 21, Bulevar Zorana Đinđića",55 m2,2.0,VI/11
270 €,"Opština Vračar, Južni bulevar",23 m2,0.5,II
1.250 €,"Opština Novi Beograd, Blok 65, Bulevar heroja sa Košara",53 m2,2.0,VII/9
390 €,"Opština Zemun, Gornji grad, Pregrevica",39 m2,2.0,I/2
600 €,"Opština Novi Beograd, Blok 62, Pere Segedinca",58 m2,3.0,III/4
1.900 €,"Opština Vračar, Čubura, Sazonova",152 m2,5+,II/5
600 €,"Opština Palilula, Višnjička Banja, Slanački Put",46 m2,2.0,IV/5
350 €,"Opština Novi Beograd, Bežanijska kosa 3, Vespučijeva",37 m2,1.0,VPR/6
3.500 €,"Opština Savski venac, Senjak, ",171 m2,4.0,II/3
900 €,"Opština Stari grad, London, Kraljice Natalije",80 m2,2.0,IV/7
600 €,"Opština Zemun, Zelena avenija, Petra Kočića",50 m2,2.0,III/7
800 €,"Opština Vračar, Karađorđev park, ",44 m2,2.0,IV/6
500 €,"Opština Savski venac, Kneza Miloša, Birčaninova",20 m2,0.5,III/6
550 €,"Opština Zvezdara, Zeleno brdo, Bulevar kralja Aleksandra",45 m2,2.0,III
250 €,"Opština Rakovica, Miljakovac, Bojana Đordumovića","18,50 m2",1.0,PR/3
630 €,"Opština Stari grad, Dorćol, Gospodar Jevremova",27 m2,0.5,VI/6
1.250 €,"Opština Stari grad, Centar, Maršala Birjuzova",57 m2,2.5,I/5
750 €,"Opština Savski venac, Dedinje, Velisava Vulovića",44 m2,1.0,PR/1
1.200 €,"Opština Voždovac, Bioskop Voždovac, Esad Pašina",176 m2,4.0,II/3
600 €,"Opština Novi Beograd, Bežanijska kosa 3, Nede Spasojević",65 m2,2.0,IV/5
800 €,"Opština Vračar, Južni bulevar, Južni bulevar",60 m2,3.0,VI/7
600 €,"Opština Novi Beograd, Blok 61, Dušana Vukasovića",93 m2,3.5,VIII/12
1.500 €,"Opština Vračar, Južni bulevar, Gospodara Vučića",89 m2,4.0,II/7
350 €,"Opština Stari grad, Kopitareva gradina, Jelene Ćetković",24 m2,1.0,V/6
450 €,"Opština Savski venac, Ekonomski fakultet, ",45 m2,1.5,I/5
800 €,"Opština Novi Beograd, Blok 45 (TC Enjub), ",70 m2,2.0,VI/9
750 €,"Opština Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona",33 m2,0.5,I/17
950 €,"Opština Novi Beograd, Blok 21, Bulevar Mihajla Pupina",80 m2,3.0,V/8
600 €,"Opština Vračar, Hram svetog Save, Knjeginje Zorke",45 m2,1.5,VPR/4
450 €,"Opština Rakovica, Miljakovac, ","36,50 m2",1.5,II/4
450 €,"Opština Vračar, Krunska, Alekse Nenadovića",34 m2,1.0,V/5
800 €,"Opština Vračar, Gospodara Vučića, Vojvode Hrvoja",46 m2,2.0,I/5
300 €,"Opština Zvezdara, Mirijevo, Mihaila Bulgakova",37 m2,2.0,I/4
400 €,"Opština Zvezdara, Mirijevo, Mihaila Bulgakova",55 m2,2.5,I/4
350 €,"Opština Čukarica, Žarkovo, Živojina Lazića",55 m2,2.0,II/2
5.000 €,"Opština Savski venac, Dedinje",320 m2,5+,PR
400 €,"Opština Novi Beograd, Ledine, Danice Kojić",38 m2,1.5,I/2
500 €,"Opština Zvezdara, Bulbulder, Svetog Nikole",45 m2,1.0,VPR/4
600 €,"Opština Zemun, Gornji grad, Romanijska",48 m2,3.0,VPR/3
550 €,"Opština Novi Beograd, Blok 22, Antifasisticke Borbe",75 m2,3.0,V/7
700 €,"Opština Novi Beograd, Blok 64, Gandijeva",44 m2,2.0,IV/4
1.350 €,"Opština Savski venac, Klinički centar, Kneza Miloša",79 m2,3.0,III
400 €,"Opština Zvezdara, Mirijevo, Vitezova Karađorđeve Zvezde",46 m2,2.0,II/6
400 €,"Opština Čukarica, Banovo brdo, Lješka",32 m2,1.0,III/4
450 €,"Opština Zvezdara, Kluz, Milana Rakića",47 m2,2.0,III
1.000 €,"Opština Stari grad, Dorćol, Venizelosova",47 m2,2.0,II
450 €,"Opština Voždovac, Kumodraž, Kumodraška",68 m2,3.0,PR
1.250 €,"Opština Savski venac, Dedinje",107 m2,4.0,PR
500 €,"Opština Vračar, Čubura, Svetozara Gligorica",45 m2,1.0,PR/1
250 €,"Opština Rakovica, Kneževac, Kneževačka",24 m2,0.5,I/4
2.000 €,"Opština Novi Beograd, Blok 30 (B92), Španskih boraca",174 m2,5+,IV/4
750 €,"Opština Stari grad, Gundulićev venac, Gundulicev venac 44",45 m2,2.0,V
200 €,"Opština Čukarica, Ada Ciganlija, Visoka",15 m2,1.0,PR/1
350 €,"Opština Voždovac, Braće Jerković",42 m2,2.0,II/3
1.600 €,"Opština Vračar, Crveni krst",90 m2,4.0,I/5
450 €,"Opština Voždovac, Braće Jerković, Indire Gandi",49 m2,2.0,VII/7
600 €,"Opština Voždovac, Bioskop Voždovac, Vojvode Stepe",56 m2,2.0,V/6
450 €,"Opština Zemun, Altina, Ugrinovacki put 37. Deo",33 m2,1.0,III/5
600 €,"Opština Vračar, Južni bulevar, Oblakovska",50 m2,1.5,II/4
1.000 €,"Opština Vračar, Hram svetog Save, Skerlićeva",60 m2,3.0,I/5
600 €,"Opština Stari grad, Dorćol, Dobračina",33 m2,1.5,V/6
900 €,"Opština Stari grad, Kalemegdan, Rige od Fere",68 m2,3.0,II/5
2.300 €,"Opština Savski venac, Beograd na vodi",120 m2,3.0,X
450 €,"Opština Čukarica, Žarkovo, Mladenovačka",70 m2,3.0,IV
1.450 €,"Opština Vračar, Kalenić pijaca, Kičevska",101 m2,5+,IV/5
700 €,"Opština Zvezdara, Vukov Spomenik, Ruzveltova",46 m2,1.5,I/5
500 €,"Opština Zvezdara, Bulbulder, Đurićeva",32 m2,1.0,II/4
350 €,"Opština Zvezdara, Mirijevo, Matice Srpske",30 m2,1.5,PR/4
530 €,"Opština Voždovac, Autokomanda, Ranka Tajsića",41 m2,1.0,I/4
500 €,"Opština Zvezdara, Konjarnik, ",64 m2,2.5,IV/8
1.200 €,"Opština Novi Beograd, Tošin bunar, ","72,56 m2",3.0,III/8
1.300 €,"Opština Savski venac, Svetozara Markovića",75 m2,3.0,VI/7
800 €,"Opština Palilula, Palilulska pijaca, 27. marta",47 m2,2.0,I/8
650 €,"Opština Novi Beograd, Fontana, Studentska",42 m2,1.5,II/5
420 €,"Opština Vračar, Kalenić pijaca, Vojvode Šupljikca",22 m2,0.5,VPR/5
1.300 €,"Opština Zvezdara, Vukov Spomenik, Vojvode Bogdana",87 m2,3.0,III/7
900 €,"Opština Stari grad, Centar, Admirala Geprata",85 m2,3.0,I/5
350 €,"Opština Novi Beograd, Ledine, Dragutina Maslaća",50 m2,2.0,SUT/3
460 €,"Opština Vračar, Kalenić pijaca, Kursulina",35 m2,0.5,VPR/4
2.000 €,"Opština Savski venac, Beograd na vodi",94 m2,3.0,II
1.200 €,"Opština Vračar, Crveni krst, Vojvode Petka",95 m2,3.0,IV/6
300 €,"Opština Vračar, Kalenić pijaca, Golsvordijeva",22 m2,0.5,PR/6
350 €,"Opština Zvezdara, Mirijevo, Matice srpske",31 m2,1.5,VPR/3
650 €,"Opština Voždovac, Lekino brdo, Varvarinska",46 m2,2.5,II/4
350 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Bulevar kralja Aleksandra 496",35 m2,1.0,V/5
450 €,"Opština Voždovac, Braće Jerković, Braće Jerković",61 m2,2.0,X/11
450 €,"Opština Vračar, Slavija, Svetozara Markovića",40 m2,1.5,PR/5
250 €,"Opština Palilula, Krnjača, Partizanski blok ulica 1.",25 m2,0.5,V/6
500 €,"Opština Surčin, Ledine, Bore Stankovića",81 m2,2.5,PR/2
450 €,"Opština Zemun, Meandri, Blagoja Jovovića",54 m2,1.5,VI/11
400 €,"Opština Rakovica, Labudovo brdo, Serdara Janka Vukotića",52 m2,3.0,IX/10
650 €,"Opština Novi Beograd, Blok 22, Bulevar Zorana Đinđića",50 m2,1.5,VI/6
600 €,"Opština Voždovac, Autokomanda, Vojvode Stepe",55 m2,2.0,V/7
500 €,"Opština Palilula, Botanička bašta, Bulevar Despota Stefana",35 m2,1.5,I/5
500 €,"Opština Voždovac, Bioskop Voždovac, Vitanovacka",47 m2,2.0,IV/5
2.200 €,"Opština Vračar, Crveni krst, Vilovskog",160 m2,5.0,III
400 €,"Opština Čukarica, Banovo brdo, Stevana Brakusa",40 m2,1.5,I/5
600 €,"Opština Stari grad, Zeleni venac, Kraljevića Marka",48 m2,2.0,III
450 €,"Opština Zvezdara, Zeleno brdo, Ruže Jovanović",65 m2,2.0,I/2
370 €,"Opština Zvezdara, Zvezdarska šuma",35 m2,1.0,PR/3
300 €,"Opština Savski venac, Sarajevska, Sarajevska",27 m2,0.5,IV/6
490 €,"Opština Vračar, Krunska, Krunska",36 m2,2.0,VI/6
2.000 €,"Opština Novi Beograd, Novi Merkator",105 m2,3.0,VII
470 €,"Opština Novi Beograd, Blok 4 (Politehnička akademija), ",35 m2,1.5,VI/8
900 €,"Opština Voždovac, Jove Ilića, ",55 m2,2.0,IV
800 €,"Opština Savski venac, Beograd na vodi, Kraljevića Marka",65 m2,3.0,IX
550 €,"Opština Novi Beograd, Blok 64, Gandijeva",50 m2,1.5,V/7
500 €,"Opština Voždovac, Lekino brdo, Strumička",73 m2,3.0,II/3
1.400 €,"Opština Stari grad, Centar, Džordža Vašingtona",130 m2,5+,VI/6
350 €,"Opština Čukarica, Julino brdo, Petra LUBARDE",35 m2,1.5,III/5
900 €,"Opština Vračar, Kalenić pijaca, Golsvordijeva",93 m2,3.0,I/5
550 €,"Opština Novi Beograd, Ledine, Rembrantova",67 m2,3.0,II/2
1.100 €,"Opština Stari grad, Dorćol, Kneginje Ljubice",71 m2,3.0,V/5
700 €,"Opština Voždovac, Lekino brdo, Todora Dukina",75 m2,3.0,I/4
900 €,"Opština Palilula, Višnjička Banja, Slanacki Put",110 m2,4.0,V/5
7.500 €,"Opština Savski venac, Dedinje, Raška",420 m2,5+,I/2
700 €,"Opština Stari grad, Zeleni venac, Brankova",32 m2,1.5,PR
800 €,"Opština Zvezdara, Lion, Ravanička",51 m2,2.0,VI/6
450 €,"Opština Voždovac, Banjica, Crnotravska",65 m2,2.0,I/24
1.550 €,"Opština Savski venac, Beograd na vodi",81 m2,3.0,XII
3.000 €,"Opština Savski venac, Beograd na vodi",113 m2,4.0,XVIII/23
600 €,"Opština Voždovac, Lekino brdo, Rade Končara",60 m2,2.0,PR/4
500 €,"Opština Voždovac, Banjica, Milorada Miškovića",41 m2,2.0,PR/4
700 €,"Opština Stari grad, Zeleni venac, Gavrila Principa",65 m2,3.0,I/3
450 €,"Opština Stari grad, Centar, Bulevar despota Stefana",44 m2,1.0,PR
1.000 €,"Opština Stari grad, Skupština",100 m2,4.0,V
300 €,"Opština Čukarica, Banovo brdo, Žarka Vukovića Pucara",23 m2,0.5,VPR/5
1.250 €,"Opština Savski venac, Dedinje, ",107 m2,4.0,I/3
450 €,"Opština Voždovac, Lekino brdo, Kolašinska",85 m2,3.0,IV/4
1.100 €,"Opština Savski venac, Beograd na vodi, BW Quartet 4",55 m2,2.0,III/8
400 €,"Opština Voždovac, Kumodraž, Bulevar Peka Dapčevića",47 m2,1.5,IV/4
370 €,"Opština Zemun, Autoput za Novi Sad, Timočka",55 m2,2.0,VPR/2
350 €,"Opština Zemun, Meandri, Zadrugarska",25 m2,1.0,PSUT/2
1.000 €,"Opština Zemun, Gornji grad, Slavonska",65 m2,1.5,II/3
700 €,"Opština Zemun, Gornji grad, Slavonska",35 m2,1.5,II/3
550 €,"Opština Zemun, Save Kovačevića, Dragana Rakića",53 m2,2.0,VPR/4
1.000 €,"Opština Zvezdara, Lion, Stanislava Sremčevića",100 m2,5+,III/4
900 €,"Opština Vračar, Centar, Gospodara Vučića",80 m2,3.0,I/5
400 €,"Opština Zvezdara, Mali Mokri Lug, Partizanska",45 m2,2.0,V/6
350 €,"Opština Zvezdara, Mali Mokri Lug, Partizanska",37 m2,2.0,VPR/4
350 €,"Opština Zvezdara, Mirijevo, Rudi Čajaveca",36 m2,1.5,SUT/4
350 €,"Opština Novi Beograd, Ledine, Kapetanovićeva",34 m2,2.0,I/3
200 €,"Opština Palilula, Kotež, Suvopoljska",25 m2,0.5,N/A
700 €,"Opština Palilula, Karaburma, Mirijevski Bulevar",55 m2,2.0,I/3
1.000 €,"Opština Stari grad, Centar, Majke Jevrosime",102 m2,4.0,IV/5
1.000 €,"Opština Voždovac, Naselje Stepa Stepanović, Timočke divizije",83 m2,3.0,IV/7
1.600 €,"Opština Vračar, Krunski venac, Smiljanićeva",92 m2,4.0,I/6
1.300 €,"Opština Novi Beograd, Blok 65, Bulevar heroja sa Košara",62 m2,2.0,I/9
400 €,"Opština Čukarica, Žarkovo, Ace Joksimovića",46 m2,2.0,VPR/4
850 €,"Opština Vračar, Hram svetog Save, Patrijarha Varnave",73 m2,3.5,II/4
800 €,"Opština Vračar, Centar, Kralja Milutina",68 m2,2.5,VII/10
1.200 €,"Opština Vračar, Crveni krst, Vidovdanska",97 m2,4.0,IV
1.000 €,"Opština Zemun, Kej, Stevana Markovića",57 m2,1.5,I
1.000 €,"Opština Stari grad, Dorćol",45 m2,1.5,V/7
330 €,"Opština Čukarica, Julino brdo, Porucnika Spasica i Masere",44 m2,1.5,VIII/10
2.500 €,"Opština Vračar, Kalenić pijaca, Patrijarha Varnave",203 m2,5.0,N/A
430 €,"Opština Voždovac, Saobraćajni fakultet, Kostolačka",40 m2,1.5,VPR/4
500 €,"Opština Voždovac, Banjica, Slobodana Jovića",43 m2,1.0,PR/2
600 €,"Opština Zemun, Gornji grad, Dobanovacka",40 m2,2.0,III/3
260 €,"Opština Rakovica, Kanarevo brdo, Reljkovićeva",23 m2,0.5,VPR/4
650 €,"Opština Voždovac, Bioskop Voždovac, Vojvode Stepe",56 m2,3.0,V/7
600 €,"Opština Novi Beograd, YUBC, Bulevar Mihajla Pupina",35 m2,1.5,III/6
350 €,"Opština Stari grad, Francuska, Pančevačka",24 m2,0.5,III/7
300 €,"Opština Palilula, Kotež, Obedska bara 8",31 m2,1.0,PR/2
600 €,"Opština Zemun, Altina, Ugrinovacki put 66d",80 m2,3.0,PR/1
250 €,"Opština Grocka, Kaluđerica, Sanska",37 m2,2.0,SUT/1
500 €,"Opština Vračar, Kalenić pijaca, Koče Kapetana",25 m2,0.5,VPR/6
250 €,"Opština Čukarica, Banovo brdo, Udbinska",20 m2,0.5,PR/5
700 €,"Opština Čukarica, Banovo brdo, Žarka Vukovića-Pucara",43 m2,2.0,II/3
400 €,"Opština Zvezdara, Cvetkova pijaca, Miodraga Petrovića Čkalje",33 m2,1.0,III/3
500 €,"Opština Voždovac, Šumice, Vladimira Tomanovića",51 m2,2.0,VPR/6
400 €,"Opština Zemun, Marija Bursać, Marija Bursać",65 m2,2.5,I/13
280 €,"Opština Palilula, Karaburma, Dr Ðordja Jovanovića 3,Beograd",44 m2,1.5,N/A
750 €,"Opština Stari grad, Skupština, Vlajkovićeva",50 m2,2.5,V/5
400 €,"Opština Voždovac, Kumodraška, Kumodraška",53 m2,2.0,N/A
400 €,"Opština Vračar, Krunska, Krunska",35 m2,1.0,VI/6
1.200 €,"Opština Novi Beograd, Arena, Bulevar Arsenija Čarnojevića",92 m2,3.0,VI
600 €,"Opština Novi Beograd, Blok 11",36 m2,1.5,I
2.000 €,"Opština Vračar, Cvetni trg, Kralja Milutina",120 m2,5+,VPR
1.000 €,"Opština Palilula, Višnjička Banja, Slobodana Jovanovića",80 m2,2.5,I/4
450 €,"Opština Rakovica, Vidikovac, Pilota Mihaila Petrovića br.17",63 m2,2.0,II/5
450 €,"Opština Zemun, Altina, Taška Načića",50 m2,2.0,IV/4
1.800 €,"Opština Novi Beograd, Blok 65",82 m2,3.0,XXI/24
250 €,"Opština Palilula, Kotež, Franca Kafke",30 m2,1.0,PR/1
1.600 €,"Opština Vračar, Crveni krst, Branka Krsmanovića",95 m2,4.0,I/5
400 €,"Opština Voždovac, Dušanovac, Vojvode Skopljanca",50 m2,2.0,I
500 €,"Opština Zvezdara, Vukov Spomenik, Zahumska",42 m2,1.5,PR/3
450 €,"Opština Palilula, Tašmajdan, Stanoja Glavaša",32 m2,1.0,V/8
1.000 €,"Opština Stari grad, Skadarlija, Venizelosova",47 m2,2.0,II/10
700 €,"Opština Palilula, Višnjička Banja, Stojana Stoleta Aranđelovića",80 m2,3.0,I/5
400 €,"Opština Zvezdara, Mirijevo, Dragoljuba Ristića",44 m2,2.0,VPR
500 €,"Opština Palilula, Centar, 27. marta",33 m2,1.0,II
650 €,"Opština Zvezdara, Konjarnik, Jovanke Bončić",98 m2,3.0,II/2
400 €,"Opština Voždovac, Vojvode Vlahovića, Milovana Vidakovića",43 m2,1.5,II/3
350 €,"Opština Grocka, Kaluđerica, Vojvode Stepe Stepanovića 1",40 m2,1.5,I/3
500 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Bulevar kralja aleksandra 83",40 m2,1.0,PR/6
550 €,"Opština Zemun, Gornji grad, Krajiška",55 m2,2.5,I/2
500 €,"Opština Vračar, Južni bulevar, Juzni bulevar",33 m2,1.5,II/5
850 €,"Opština Voždovac, Vojvode Stepe, Vojvode Stepe",114 m2,4.0,XIV/23
550 €,"Opština Vračar, Južni bulevar, Južni Bulevar",45 m2,2.0,I/6
750 €,"Opština Čukarica, Bele vode, Bele vode",95 m2,3.0,II/2
700 €,"Opština Zemun, Gornji grad, Prvomajska",70 m2,3.0,IV
1.100 €,"Opština Savski venac, Dedinje, Bulevar kneza Aleksandra Karađorđevića",81 m2,3.0,III/5
600 €,"Opština Zemun, Save Kovačevića, Sava Burića",55 m2,2.0,III
700 €,"Opština Novi Beograd, Blok 67 (Belvil)",56 m2,2.0,IX/12
600 €,"Opština Vračar, Krunski venac, Smiljanićeva",54 m2,2.0,IV/5
1.000 €,"Opština Novi Beograd, Blok 64, Jurija Gagarina",90 m2,4.0,VI/7
900 €,"Opština Zemun, Gornji grad, Dobanovacka",50 m2,2.0,I/4
900 €,"Opština Voždovac, Trošarina, Pazinska",200 m2,4.0,IV/5
450 €,"Opština Savski venac, Beograd na vodi, Višegradska",33 m2,1.0,VI/6
1.390 €,"Opština Vračar, Hram svetog Save, Dubljanska",71 m2,3.0,III/4
1.750 €,"Opština Vračar, Hram svetog Save",122 m2,4.0,V
380 €,"Opština Zemun, Galenika, Momčila Radivojevića",52 m2,1.5,VPR/1
400 €,"Opština Voždovac, Autokomanda, Borisavljevićeva",35 m2,1.5,N/A
800 €,"Opština Zemun, Kalvarija, Vinarska",110 m2,3.0,I/2
800 €,"Opština Voždovac, Jajinci, Voje Radića",75 m2,3.0,III/3
400 €,"Opština Zemun, Kalvarija, Karla Soprona",44 m2,1.5,II/4
700 €,"Opština Stari grad, Gundulićev venac, Gundulićev venac",40 m2,2.0,II/4
600 €,"Opština Zvezdara, Vukov Spomenik, Vojvode Brane",45 m2,2.0,VPR/6
400 €,"Opština Zvezdara, Zeleno brdo, Budmanijeva",38 m2,2.0,II/2
1.150 €,"Opština Vračar, Hram svetog Save",82 m2,3.0,I
800 €,"Opština Vračar, Neimar, Južni bulevar",60 m2,2.5,III/6
800 €,"Opština Novi Beograd, Blok 65, Omladinskih brigada",46 m2,2.0,V/6
800 €,"Opština Stari grad, Dunavski kej, Dunavski kej",49 m2,2.0,V/7
1.100 €,"Opština Zvezdara, Lion, Bulevar kralja Aleksandra",85 m2,3.0,VI/8
600 €,"Opština Savski venac, Beograd na vodi, Savska",30 m2,1.0,I/5
300 €,"Opština Palilula, Cvijićeva, Cvijićeva",20 m2,1.0,V/5
1.200 €,"Opština Zemun, Zelena avenija, Petra Kočića",94 m2,3.0,VII/7
900 €,"Opština Zvezdara, Lion, Preševska",77 m2,3.0,V/7
3.000 €,"Opština Stari grad, Trg Republike, ",153 m2,5+,IV
200 €,"Opština Novi Beograd, Blok 18 (Staro sajmište), Slavka Šlandera",35 m2,2.0,N/A
550 €,"Opština Zvezdara, Severni bulevar, Zvezdarskih Jelki",31 m2,1.5,III/4
3.200 €,"Opština Stari grad, Politika, Makedonska",212 m2,5+,VI/8
2.600 €,"Opština Vračar, Bulevar kralja Aleksandra",94 m2,3.0,III
320 €,"Opština Čukarica, Banovo brdo, Blagoja Parovića",54 m2,2.0,I/2
1.200 €,"Opština Vračar, Bulevar kralja Aleksandra",54 m2,2.0,V
700 €,"Opština Voždovac, Lekino brdo, Dragačevska",96 m2,3.5,PR/3
1.000 €,"Opština Vračar, Južni bulevar, Maksima Gorkog",56 m2,2.0,V/6
800 €,"Opština Stari grad, Bajlonijeva pijaca, Đorđa Jovanovića",55 m2,2.0,III/7
2.200 €,"Opština Vračar, Hram svetog Save",138 m2,4.0,III
1.150 €,"Opština Novi Beograd, Blok 65, Tadije Sondermajera",56 m2,2.0,VIII/9
420 €,"Opština Zvezdara, Cvetkova pijaca, Dr Velizara Kosanovića",39 m2,2.0,VPR
900 €,"Opština Zvezdara, Mirijevo, Mihaila Bulgakova",150 m2,5+,PR
2.000 €,"Opština Vračar, Hram svetog Save, Stojana Protića",130 m2,5.0,N/A
700 €,"Opština Stari grad, Centar, Kraljice Natalije",60 m2,2.0,II/6
900 €,"Opština Savski venac, Dedinje, Bulevar kneza Aleksandra Karađorđevića",82 m2,3.0,III
500 €,"Opština Stari grad, Andrićev venac, Kralja Milana",34 m2,1.0,I/5
490 €,"Opština Zvezdara, Vukov Spomenik, Čelopečka",50 m2,2.0,III/5
780 €,"Opština Novi Beograd, Blok 21, Bulevar Zorana Đinđića",53 m2,2.5,V/11
270 €,"Opština Rakovica, Petlovo brdo, Petra Jovanovića",28 m2,1.0,II/5
